PKP1,http://www.proteinatlas.org/images/27589/61305_B_9_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Weak: melanocytes: Weak,Epidermis
PKP1,http://www.proteinatlas.org/images/27589/61305_B_6_8.jpg,epidermal cells: Strong,Epidermis
HAL,http://www.proteinatlas.org/images/38547/80965_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Strong: Langerhans: Moderate: melanocytes: Strong,Epidermis/Dermis
HAL,http://www.proteinatlas.org/images/38547/80965_B_5_8.jpg,epidermal cells: Strong,Epidermis/Dermis
HAL,http://www.proteinatlas.org/images/38548/80957_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
HAL,http://www.proteinatlas.org/images/38548/80957_B_5_8.jpg,epidermal cells: Strong,Epidermis/Dermis
COL16A1,http://www.proteinatlas.org/images/27235/58559_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Weak: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
COL16A1,http://www.proteinatlas.org/images/27235/58559_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
COL16A1,http://www.proteinatlas.org/images/27237/58555_B_8_1.jpg,fibroblasts: Weak: keratinocytes: Weak: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
COL16A1,http://www.proteinatlas.org/images/27237/58555_B_5_8.jpg,epidermal cells: Weak,Epidermis/Dermis
IGSF9,http://www.proteinatlas.org/images/37753/75981_B_9_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Weak: melanocytes: Moderate,Epidermis/Dermis
IGSF9,http://www.proteinatlas.org/images/37753/75981_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
FAT2,http://www.proteinatlas.org/images/33680/65963_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
FAT2,http://www.proteinatlas.org/images/33680/65963_B_5_8.jpg,epidermal cells: Strong,Epidermis/Dermis
TFAP2C,http://www.proteinatlas.org/images/16061/35101_B_7_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Negative: melanocytes: Negative,Epidermis
TFAP2C,http://www.proteinatlas.org/images/16061/35101_B_4_8.jpg,epidermal cells: Moderate,Epidermis
TFAP2C,http://www.proteinatlas.org/images/16079/35105_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Negative: melanocytes: Negative,Epidermis
TFAP2C,http://www.proteinatlas.org/images/16079/35105_B_4_8.jpg,epidermal cells: Moderate,Epidermis
TFAP2C,http://www.proteinatlas.org/images/55179/130417_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis
TFAP2C,http://www.proteinatlas.org/images/55179/130417_B_6_8.jpg,epidermal cells: Moderate,Epidermis
SULT2B1,http://www.proteinatlas.org/images/33013/70985_B_8_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
SULT2B1,http://www.proteinatlas.org/images/33013/70985_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
SULT2B1,http://www.proteinatlas.org/images/41724/110423_B_7_1.jpg,fibroblasts: Weak: keratinocytes: Strong: Langerhans: Strong: melanocytes: Moderate,Epidermis/Dermis
SULT2B1,http://www.proteinatlas.org/images/41724/110423_B_4_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
SULT2B1,http://www.proteinatlas.org/images/43539/110438_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
SULT2B1,http://www.proteinatlas.org/images/43539/110438_B_4_8.jpg,epidermal cells: Strong,Epidermis/Dermis
TMEM40,http://www.proteinatlas.org/images/44165/97658_B_7_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
TMEM40,http://www.proteinatlas.org/images/44165/97658_B_5_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
ITGA6,http://www.proteinatlas.org/images/9009/25261_B_7_1.jpg,fibroblasts: Strong: keratinocytes: Strong: Langerhans: Negative: melanocytes: Negative,DEJ
ITGA6,http://www.proteinatlas.org/images/9009/25261_B_5_8.jpg,epidermal cells: Moderate,DEJ
ITGA6,http://www.proteinatlas.org/images/12696/39935_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Negative,DEJ
ITGA6,http://www.proteinatlas.org/images/12696/39935_B_5_8.jpg,epidermal cells: Moderate,DEJ
ITGA6,http://www.proteinatlas.org/images/27582/59858_B_8_1.jpg,fibroblasts: Weak: keratinocytes: Weak: Langerhans: Weak: melanocytes: Weak,DEJ
ITGA6,http://www.proteinatlas.org/images/27582/59858_B_6_8.jpg,epidermal cells: Weak,DEJ
TGM1,http://www.proteinatlas.org/images/15159/152744_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Weak: Langerhans: Weak: melanocytes: Negative,Epidermis
TGM1,http://www.proteinatlas.org/images/15159/152744_B_6_8.jpg,epidermal cells: Moderate,Epidermis
TGM1,http://www.proteinatlas.org/images/40171/152711_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Weak: Langerhans: Negative: melanocytes: Negative,Epidermis
TGM1,http://www.proteinatlas.org/images/40171/152711_B_4_8.jpg,epidermal cells: Negative,Epidermis
KRT31,http://www.proteinatlas.org/images/49550/116430_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Negative,Epidermis
KRT31,http://www.proteinatlas.org/images/49550/116430_B_6_8.jpg,epidermal cells: Weak,Epidermis
KRT31,http://www.proteinatlas.org/images/55194/132827_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis
KRT31,http://www.proteinatlas.org/images/55194/132827_B_6_8.jpg,epidermal cells: Moderate,Epidermis
PTGS1,http://www.proteinatlas.org/images/20315/45242_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Strong: melanocytes: Strong,Epidermis/Dermis
PTGS1,http://www.proteinatlas.org/images/20315/45242_B_6_8.jpg,epidermal cells: Strong,Epidermis/Dermis
PTGS1,http://www.proteinatlas.org/images/2834/8020_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Strong: melanocytes: Moderate,Epidermis/Dermis
DSP,http://www.proteinatlas.org/images/37324/70857_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Moderate: melanocytes: Weak,Epidermis 
DSP,http://www.proteinatlas.org/images/37324/70857_B_6_8.jpg,epidermal cells: Weak,Epidermis 
DSP,http://www.proteinatlas.org/images/45840/136491_B_8_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Weak: melanocytes: Weak,Epidermis 
DSP,http://www.proteinatlas.org/images/45840/136491_B_5_8.jpg,epidermal cells: Weak,Epidermis 
DSP,http://www.proteinatlas.org/images/54950/136422_B_8_1.jpg,fibroblasts: Weak: keratinocytes: Weak: Langerhans: Weak: melanocytes: Weak,Epidermis 
DSP,http://www.proteinatlas.org/images/54950/136422_B_5_8.jpg,epidermal cells: Weak,Epidermis 
PRODH,http://www.proteinatlas.org/images/20361/105359_B_7_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
PRODH,http://www.proteinatlas.org/images/20361/105359_B_5_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
PLA2G3,http://www.proteinatlas.org/images/21016/51775_B_8_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Strong: melanocytes: Strong,Epidermis/Dermis
PLA2G3,http://www.proteinatlas.org/images/21016/51775_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
PTK6,http://www.proteinatlas.org/images/32952/72456_B_9_1.jpg,fibroblasts: Strong: keratinocytes: Strong: Langerhans: Moderate: melanocytes: Moderate,Epidermis
PTK6,http://www.proteinatlas.org/images/32952/72456_B_6_8.jpg,epidermal cells: Strong,Epidermis
PTK6,http://www.proteinatlas.org/images/36070/69911_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Weak: Langerhans: Moderate: melanocytes: Moderate,Epidermis
PTK6,http://www.proteinatlas.org/images/36070/69911_B_6_8.jpg,epidermal cells: Moderate,Epidermis
PTK6,http://www.proteinatlas.org/images/36071/72662_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Negative,Epidermis
PTK6,http://www.proteinatlas.org/images/36071/72662_B_6_8.jpg,epidermal cells: Moderate,Epidermis
ACSBG1,http://www.proteinatlas.org/images/41642/88213_B_9_1.jpg,fibroblasts: Strong: keratinocytes: Moderate: Langerhans: Strong: melanocytes: Strong,Epidermis/Dermis
ACSBG1,http://www.proteinatlas.org/images/41642/88213_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
ACSBG1,http://www.proteinatlas.org/images/45955/110483_B_7_1.jpg,fibroblasts: Weak: keratinocytes: Weak: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
ACSBG1,http://www.proteinatlas.org/images/45955/110483_B_4_8.jpg,epidermal cells: Negative,Epidermis/Dermis
OCA2,http://www.proteinatlas.org/images/36403/79995_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis
OCA2,http://www.proteinatlas.org/images/36403/79995_B_5_8.jpg,epidermal cells: Moderate,Epidermis
TGM5,http://www.proteinatlas.org/images/41649/87989_B_9_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Weak,Epidermis/Dermis
TGM5,http://www.proteinatlas.org/images/41649/87989_B_5_8.jpg,epidermal cells: Strong,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/5016/16025_B_7_1.jpg,fibroblasts: Moderate: keratinocytes: Weak: Langerhans: Weak: melanocytes: Weak,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/5016/16025_B_4_8.jpg,epidermal cells: Strong,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/41231/91523_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Strong: Langerhans: Moderate: melanocytes: Negative,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/41231/91523_B_5_8.jpg,epidermal cells: Strong,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/59883/133996_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Weak: Langerhans: Weak: melanocytes: Strong,Epidermis/Dermis
PPP1R13L,http://www.proteinatlas.org/images/59883/133996_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
KLC3,http://www.proteinatlas.org/images/52797/120909_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Weak,Epidermis/Dermis
KLC3,http://www.proteinatlas.org/images/52797/120909_B_5_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
KLC3,http://www.proteinatlas.org/images/56508/142487_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Weak: melanocytes: Weak,Epidermis/Dermis
KLC3,http://www.proteinatlas.org/images/56508/142487_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
OLFM2,http://www.proteinatlas.org/images/57771/132424_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis
OLFM2,http://www.proteinatlas.org/images/57771/132424_B_6_8.jpg,epidermal cells: Moderate,Epidermis
EPHX3,http://www.proteinatlas.org/images/12842/62729_B_7_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
EPHX3,http://www.proteinatlas.org/images/12842/62729_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
SLC1A6,http://www.proteinatlas.org/images/41505/91982_B_7_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
SLC1A6,http://www.proteinatlas.org/images/41505/91982_B_5_8.jpg,epidermal cells: Negative,Epidermis/Dermis
SLC1A6,http://www.proteinatlas.org/images/44066/114970_B_9_1.jpg,fibroblasts: Strong: keratinocytes: Negative: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
SLC1A6,http://www.proteinatlas.org/images/44066/114970_B_4_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
CNFN,http://www.proteinatlas.org/images/49073/110083_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis
CNFN,http://www.proteinatlas.org/images/49073/110083_B_5_8.jpg,epidermal cells: Strong,Epidermis
DLX5,http://www.proteinatlas.org/images/5670/151713_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Weak: Langerhans: Weak: melanocytes: Weak,Epidermis/Dermis
DLX5,http://www.proteinatlas.org/images/5670/151713_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
PTPRZ1,http://www.proteinatlas.org/images/15103/34335_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
PTPRZ1,http://www.proteinatlas.org/images/15103/34335_B_4_8.jpg,epidermal cells: Negative,Epidermis/Dermis
PTPRZ1,http://www.proteinatlas.org/images/25106/54541_B_9_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
PTPRZ1,http://www.proteinatlas.org/images/25106/54541_B_6_8.jpg,epidermal cells: Weak,Epidermis/Dermis
TYRP1,http://www.proteinatlas.org/images/2520/6417_B_9_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Strong,Epidermis
TYRP1,http://www.proteinatlas.org/images/2520/6417_B_4_8.jpg,epidermal cells: Negative,Epidermis
TYRP1,http://www.proteinatlas.org/images/937/1995_B_8_1.jpg,fibroblasts: Negative: keratinocytes: Negative: Langerhans: Negative: melanocytes: Strong,Epidermis
TYRP1,http://www.proteinatlas.org/images/937/1995_B_4_8.jpg,epidermal cells: Weak,Epidermis
GATA3,http://www.proteinatlas.org/images/16217/140542_B_7_1.jpg,fibroblasts: Weak: keratinocytes: Moderate: Langerhans: Weak: melanocytes: Negative,Epidermis/Dermis
GATA3,http://www.proteinatlas.org/images/16217/140542_B_5_8.jpg,epidermal cells: Weak,Epidermis/Dermis
GATA3,http://www.proteinatlas.org/images/29730/66977_B_9_1.jpg,fibroblasts: Strong: keratinocytes: Strong: Langerhans: Strong: melanocytes: Strong,Epidermis/Dermis
GATA3,http://www.proteinatlas.org/images/29730/66977_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
GATA3,http://www.proteinatlas.org/images/29731/69023_B_9_1.jpg,fibroblasts: Strong: keratinocytes: Strong: Langerhans: Moderate: melanocytes: Moderate,Epidermis/Dermis
GATA3,http://www.proteinatlas.org/images/29731/69023_B_6_8.jpg,epidermal cells: Strong,Epidermis/Dermis
KRT23,http://www.proteinatlas.org/images/12050/28709_B_9_1.jpg,fibroblasts: Moderate: keratinocytes: Moderate: Langerhans: Negative: melanocytes: Negative,Epidermis/Dermis
KRT23,http://www.proteinatlas.org/images/12050/28709_B_6_8.jpg,epidermal cells: Moderate,Epidermis/Dermis
KRT23,http://www.proteinatlas.org/images/16959/39457_B_8_1.jpg,fibroblasts: Moderate: keratinocytes: Weak: Langerhans: Weak: melanocytes: Moderate,Epidermis/Dermis
